variant,n_total,n_train,n_test,train_RMSE,train_MAE,train_dir_acc,test_RMSE,test_MAE,test_dir_acc,r2,r2_adj,sent_F,sent_F_pvalue
ols_vader_geq10_baseline,322,263,59,0.07251436882794043,0.05122272228042106,0.6045627376425855,0.09943303923836654,0.07387288151284425,0.5932203389830508,0.05080650787974261,-0.040538472533504066,,
ols_vader_geq10_sentiment,322,263,59,0.07105268938551859,0.051493502589002184,0.6083650190114068,0.09967927147297344,0.074630650072559,0.5423728813559322,0.08868682010568496,-0.024738425460560265,1.6141748236444464,0.14396204368952845
ols_finbert_geq10_baseline,322,263,59,0.07251436882794043,0.05122272228042106,0.6045627376425855,0.09943303923836654,0.07387288151284425,0.5932203389830508,0.05080650787974261,-0.040538472533504066,,
ols_finbert_geq10_sentiment,322,263,59,0.07105168336583317,0.051199325351054224,0.6007604562737643,0.10285146416865701,0.07715644484118118,0.4915254237288136,0.08871262609603137,-0.02470940756583606,1.6153202230375694,0.1436441652728664
