variant,model,sentiment,alpha,train_RMSE,train_MAE,train_dir_acc,train_n,test_RMSE,test_MAE,test_dir_acc,test_n
ols_baseline,OLS,False,,0.07148104966973179,0.05109861384669607,0.5527777777777778,360,0.09493397416417648,0.0686689193610495,0.5733333333333334,75
ols_finbert,OLS,True,,0.07088173009715698,0.05059096118725867,0.5722222222222222,360,0.0952152474670369,0.068894629582215,0.5733333333333334,75
ridge_baseline,Ridge,False,100000.0,0.07308497841144956,0.052372961622783286,0.4888888888888889,360,0.09481365696037786,0.07010777723680525,0.5333333333333333,75
ridge_finbert,Ridge,True,3162.2776601683795,0.07293963747616931,0.05217868608138898,0.4888888888888889,360,0.09460823620728558,0.06982191967752997,0.5333333333333333,75
