feature,mean,median,std
post_count,48.705882352941174,20.0,137.78452752989745
mean_sentiment,-0.11506243795156479,-0.08630947023630142,0.21487988531589508
median_sentiment,-0.08457625657320023,-0.02698182687163353,0.23912785947322845
std_sentiment,0.33144840598106384,0.3368658721446991,0.13726305961608887
frac_positive,0.2376221480995794,0.2011531069827034,0.18021201833547282
frac_negative,0.44392882124310196,0.4166666666666667,0.23194000973660805
